순위,관광지명,주소,분류
48,청도역,경북 청도군 청화로 214-0,교통시설
49,상주종합버스터미널,경북 상주시 삼백로 71-0,교통시설
50,하양역,경북 경산시 하양역길 1-0,교통시설
51,덕구온천스파월드,경북 울진군 덕구온천로 924-0,웰니스관광
52,대구CC,경북 경산시 일연로 718-42,육상레저스포츠
53,환호공원,경북 포항시 북구,도시공원
54,보현산댐출렁다리,경북 영천시,기타관광
55,경주중앙시장,경북 경주시 금성로 295-0,시장
56,소노벨청송,경북 청송군 주왕산로 494-1,콘도미니엄
57,칠포해수욕장,경북 포항시 북구,자연경관(하천/해양)
58,인터불고경산CC,경북 경산시 삼성현로 614-26,육상레저스포츠
59,은해사,경북 영천시 은해사로 300-0,종교성지
60,모다아울렛경주포항점,경북 경주시 산업로 4930-0,쇼핑몰
61,도산서원,경북 안동시 도산서원길 154-0,역사유적지
62,점촌시외고속터미널,경북 문경시 모전로 54-0,교통시설
63,갓바위,경북 경산시 갓바위로 681-55,역사유적지
64,코오롱호텔,경북 경주시 불국로 289-17,호텔
65,고래불해수욕장,경북 영덕군,자연경관(하천/해양)
66,포항경주공항,경북 포항시 남구 일월로 18-0,교통시설
67,장사해수욕장,경북 영덕군,자연경관(하천/해양)
68,영덕해맞이공원,경북 영덕군,도시공원
69,경북천년숲정원,경북 경주시 통일로 367-0,기타관광
70,그레이스CC,경북 청도군 서녁길 91-0,육상레저스포츠
71,보경사,경북 포항시 북구 보경로 523-0,종교성지
72,경주엑스포대공원,경북 경주시 경감로 614-0,도시공원
73,경주양남주상절리,경북 경주시,기타관광
74,오션힐스영천CC,경북 영천시 방목길 34-2,육상레저스포츠
75,라한호텔포항,경북 포항시 북구 삼호로265번길 1-0,호텔
76,경주CC,경북 경주시 보문로 182-98,육상레저스포츠
77,성류굴,경북 울진군,자연생태
78,송도해수욕장,경북 포항시 남구,자연경관(하천/해양)
79,구미낙동강체육공원,경북 구미시,도시공원
80,죽도어시장,경북 포항시 북구 죽도시장13길 13-0,시장
81,서라벌골프클럽,경북 경주시 내외로 577-189,육상레저스포츠
82,동락공원,경북 구미시 3공단1로 191-0,도시공원
83,월포해수욕장,경북 포항시 북구,자연경관(하천/해양)
84,파미힐스CC,경북 칠곡군 봉계로 263-0,육상레저스포츠
85,이가리닻전망대,경북 포항시 북구,랜드마크관광
86,루나엑스CC,경북 경주시 천강로 412-299,육상레저스포츠
87,오펠GC,경북 영천시 호국로 1221-24,육상레저스포츠
88,STX문경리조트,경북 문경시 청화로 509-0,콘도미니엄
89,와인터널,경북 청도군 송금길 100-0,기타관광
90,영천공설시장,경북 영천시 시장4길 38-0,시장
91,문경종합온천,경북 문경시 온천2길 24-0,웰니스관광
92,감포해변,경북 경주시,자연경관(하천/해양)
93,강동리조트,경북 경주시 천군로 95-32,콘도미니엄
94,코모도호텔경주,경북 경주시 보문로 422-0,호텔
95,오션힐스청도GC,경북 청도군 곰티로 370-204,육상레저스포츠
96,김천포도CC,경북 김천시 남김천대로 2532-0,육상레저스포츠
97,청도용암웰빙스파,경북 청도군 온천길 23-0,웰니스관광
98,고령오펠GC,경북 고령군 벌지로 175-115,육상레저스포츠
99,영주종합버스터미널,경북 영주시 대학로 352-0,교통시설
100,풍기역,경북 영주시 인삼로 1-0,교통시설
