순위,관광지명,주소,분류
65,제주항제6부두,제주 제주시 임항로 191-0,자연경관(하천/해양)
66,제주항공우주박물관,제주 서귀포시 녹차분재로 218-0,전시시설
67,천제연폭포,제주 서귀포시 천제연로 132-0,자연경관(산)
68,헬로키티아일랜드,제주 서귀포시 한창로 340-0,기타관광
69,성이시돌목장,제주 제주시 금악동길 35-0,농/산/어촌체험
70,제주절물자연휴양림,제주 제주시 명림로 584-0,자연공원
71,제주부영호텔&리조트,제주 서귀포시 중문관광로 222-0,호텔
72,휴애리자연생활공원,제주 서귀포시 신례동로 256-0,도시공원
73,노형수퍼마?,제주 제주시 노형로 89-0,기타문화관광지
74,한라수목원,제주 제주시 수목원길 72-0,자연공원
75,산굼부리,제주 제주시,복합관광시설
76,호텔더본제주,제주 서귀포시 색달로 18-0,호텔
77,제주아트서커스,제주 서귀포시 동광로 214-0,공연시설
78,제주항국제여객선터미널,제주 제주시 임항로 191-0,교통시설
79,세화해수욕장,제주 제주시 충렬로 141-1,자연경관(하천/해양)
80,서귀포칼호텔,제주 서귀포시 칠십리로 242-0,호텔
81,제주동화마을,제주 제주시 비자림로 1191-0,도시공원
82,광치기해변,제주 서귀포시,자연경관(하천/해양)
83,동백포레스트휴업중(2024년11월01일오픈예정),제주 서귀포시 생기악로 53-38,농/산/어촌체험
84,한림공원,제주 제주시 한림로 300-0,도시공원
85,약천사,제주 서귀포시 이어도로 293-28,종교성지
86,국립제주박물관,제주 제주시 일주동로 17-0,전시시설
87,모슬포항,제주 서귀포시 하모항구로 30-0,자연경관(하천/해양)
88,용눈이오름,제주 제주시,자연관광(산)
89,에코랜드호텔,제주 제주시 번영로 1278-169,호텔
90,한담해안산책로,제주 제주시 애월로 0-0,기타레저스포츠
91,신라스테이제주,제주 제주시 노연로 100-0,호텔
92,빛의벙커,제주 서귀포시 서성일로1168번길 89-17,전시시설
93,운진항,제주 서귀포시 최남단해안로 0-0,자연경관(하천/해양)
94,라마다제주시티홀호텔,제주 제주시 중앙로 304-0,호텔
95,히든클리프호텔앤네이쳐,제주 서귀포시 예래해안로 542-0,호텔
96,호텔휘슬락,제주 제주시 서부두2길 26-0,호텔
97,제주레일바이크,제주 제주시 용눈이오름로 641-0,기타레저스포츠
98,이랜드파크켄싱턴리조트서귀포점,제주 서귀포시 이어도로 684-0,콘도미니엄
99,제주민속촌,제주 서귀포시 민속해안로 631-34,역사유적지
100,호텔난타,제주 제주시 선돌목동길 56-26,호텔
