순위,관광지명,주소,분류
33,중앙탑공원,충북 충주시,도시공원
34,고수동굴,충북 단양군 고수동굴길 8-0,자연생태
35,레인보우힐스CC,충북 음성군 차생로 168-0,육상레저스포츠
36,진천종합터미널,충북 진천군 중앙북1길 3-0,교통시설
37,센테리움CC,충북 충주시 솔고개로 750-0,육상레저스포츠
38,블랙스톤벨포레CC,충북 증평군 벨포레길 346-0,육상레저스포츠
39,로얄포레CC,충북 충주시 화치3길 35-0,육상레저스포츠
40,제천중앙시장,충북 제천시 풍양로 108-0,시장
41,대영베이스CC,충북 충주시 성종두담길 113-0,육상레저스포츠
42,히든밸리GC,충북 진천군 소토골길 61-0,육상레저스포츠
43,시그너스CC,충북 충주시 중방곡길 57-44,육상레저스포츠
44,동촌GC,충북 충주시 감노로 1327-0,육상레저스포츠
45,젠스필드CC,충북 음성군 덕호로 382-0,육상레저스포츠
46,세레니티CC,충북 청주시 서원구 문곡구절골길 235-0,육상레저스포츠
47,일레븐CC,충북 충주시 북부로 980-0,육상레저스포츠
48,썬밸리CC,충북 음성군 범말길 49-0,육상레저스포츠
49,상당산성,충북 청주시 상당구 성내로124번길 14-0,역사유적지
50,코스카CC,충북 음성군 동음로 318-0,육상레저스포츠
51,골프존카운티화랑,충북 진천군 농다리로 809-0,육상레저스포츠
52,골프존카운티진천,충북 진천군 송강로 783-51,육상레저스포츠
53,문암생태공원,충북 청주시 흥덕구 무심서로 1097-0,도시공원
54,모나크CC,충북 음성군 대금로1851번길 3-14,육상레저스포츠
55,스타CC,충북 충주시 상대촌1길 198-0,육상레저스포츠
56,현대백화점 유플렉스충청점,충북 청주시 흥덕구 직지대로 308-0,백화점
57,청주시농수산물도매시장,충북 청주시 흥덕구 백봉로 254-0,시장
58,제천옥순봉출렁다리,충북 제천시,기타관광
59,천룡CC,충북 진천군 진안로 347-123,육상레저스포츠
60,NC백화점청주점,충북 청주시 흥덕구 2순환로 1233-0,백화점
61,그랜드플라자청주호텔,충북 청주시 청원구 충청대로 114-0,호텔
62,힐데스하임CC,충북 음성군 후삼로158번길 101-0,육상레저스포츠
63,중원GC,충북 충주시 인등로 392-0,육상레저스포츠
64,산막이옛길,충북 괴산군,기타관광
65,부소담악,충북 옥천군,기타관광
66,청주역,충북 청주시 흥덕구 청주역로 363-0,교통시설
67,킹스데일골프클럽,충북 충주시 기업도시3로 2-0,육상레저스포츠
68,단양다누리센터아쿠아리움,충북 단양군 수변로 111-0,테마공원
69,킹즈락CC,충북 제천시 내토로7길 136-0,육상레저스포츠
70,배론성지,충북 제천시 배론성지길 296-0,역사유적지
71,청주동물원,충북 청주시 상당구 명암로 224-0,테마공원
72,오근장역,충북 청주시 청원구 토성로 443-0,교통시설
73,옥천역,충북 옥천군 옥천로 1624-0,교통시설
74,청풍리조트레이크호텔,충북 제천시 청풍호로 1798-0,호텔
75,영동역,충북 영동군 계산로 87-0,교통시설
76,단양강잔도,충북 단양군,기타레저스포츠
77,지웰시티몰,충북 청주시 흥덕구 대농로 43-0,쇼핑몰
78,제천시외버스터미널,충북 제천시 칠성로10길 21-0,교통시설
79,제천경찰수련원,충북 제천시 학현소야로 473-0,육상레저스포츠
80,제이원호텔,충북 청주시 청원구 중부로 806-0,호텔
81,CGV청주서문,충북 청주시 상당구 상당로81번길 63-0,공연시설
82,레스트리리솜,충북 제천시 금봉로 365-0,콘도미니엄
83,클럽디보은,충북 보은군 장속중초로 386-0,육상레저스포츠
84,속리산CC,충북 보은군 평각상장로 230-0,육상레저스포츠
85,이븐데일CC,충북 청주시 상당구 대신2길 31-0,육상레저스포츠
86,국립현대미술관청주관,충북 청주시 청원구 상당로 314-0,전시시설
87,세일CC,충북 충주시 동락길 207-0,육상레저스포츠
88,무학시장,충북 충주시 무학1길 15-0,시장
89,문광저수지,충북 괴산군 괴산로 3024-2,자연경관(하천/해양)
90,충청북도아쿠아리움,충북 괴산군 쏘가리길 43-0,테마공원
91,공사체력단련장,충북 청주시 상당구 단재로 635-0,육상레저스포츠
92,청주예술의전당,충북 청주시 서원구 흥덕로 69-0,공연시설
93,충주호유람선장회나루선착장,충북 단양군 월악로 3811-19,교통시설
94,수생식물학습원,충북 옥천군 방아실길 255-0,테마공원
95,수안보상록호텔,충북 충주시 주정산로 22-0,호텔
96,수안보온천랜드,충북 충주시 주정산로 32-0,웰니스관광
97,증평역,충북 증평군 역전로 92-0,교통시설
98,음성축산물공판장,충북 음성군 청용로 183-9,시장
99,광혜원시외버스정류장,충북 진천군 진광로 1563-0,교통시설
100,청풍호관광모노레일,충북 제천시 청풍명월로 879-17,기타레저스포츠
