순위,관광지명,주소,분류
51,곰소항,전북 부안군 곰소항길 62-5,자연경관(하천/해양)
52,마이산,전북 진안군 마이산남로 367-0,자연경관(산)
53,익산보석박물관,전북 익산시 호반로 8-0,전시시설
54,군산시외버스터미널,전북 군산시 해망로 18-0,교통시설
55,아중역폐역,전북 전주시 덕진구,교통시설
56,베스트웨스턴플러스전주호텔,전북 전주시 완산구 현무1길 41-0,호텔
57,마이산탑사,전북 진안군 마이산남로 367-0,종교성지
58,태권도원,전북 무주군 무설로 1482-0,기타관광
59,동호해수욕장,전북 고창군 구동호1길 17-9,자연경관(하천/해양)
60,신태인역,전북 정읍시 정신로 1163-0,교통시설
61,격포해수욕장,전북 부안군,자연경관(하천/해양)
62,라마다호텔군산,전북 군산시 대학로 400-0,호텔
63,초원사진관,전북 군산시 구영2길 12-1,기타문화관광지
64,용궐산하늘길,전북 순창군,기타관광
65,김제스파힐스CC,전북 김제시 온천길 37-0,육상레저스포츠
66,군산스테이관광호텔,전북 군산시 철새로 56-0,호텔
67,내장산골프앤리조트,전북 정읍시 첨단과학로 476-0,육상레저스포츠
68,학원농장,전북 고창군 학원농장길 158-6,농/산/어촌체험
69,익산공용버스터미널,전북 익산시 익산대로 52-0,교통시설
70,고창CC,전북 고창군 애향갯벌로 70-0,육상레저스포츠
71,부안상설시장,전북 부안군 번영로 115-5,시장
72,격포항수산시장,전북 부안군 격포중앙길 28-4,시장
73,상떼힐익산CC,전북 익산시 무왕로38길 111-0,육상레저스포츠
74,호남제일문,전북 전주시 덕진구,기타관광
75,상하농원,전북 고창군 상하농원길 11-22,농/산/어촌체험
76,모래내시장,전북 전주시 덕진구 모래내4길 0-0,시장
77,함열역,전북 익산시 함열로 71-0,교통시설
78,석정힐CC,전북 고창군 석정2로 192-0,육상레저스포츠
79,머루와인동굴,전북 무주군 산성로 359-0,기타관광
80,고창문화터미널,전북 고창군 중앙로 191-0,교통시설
81,야미도선착장,전북 군산시 야미도4길 0-0,교통시설
82,고창청보리밭축제,전북 고창군 학원농장길 158-6,기타문화관광지
83,전주시농수산물도매시장,전북 전주시 덕진구 동부대로 1181-0,시장
84,군산공설시장,전북 군산시 신금길 18-0,시장
85,국립신시도자연휴양림,전북 군산시 신시도길 134-3,자연공원
86,완산생활체육공원,전북 전주시 완산구 모악산자락길 22-0,도시공원
87,강천사,전북 순창군 강천산길 270-0,종교성지
88,전북도립미술관,전북 완주군 모악산길 111-6,전시시설
89,금강하구둑,전북 군산시 철새로 120-0,기타관광
90,정읍시외버스공용터미널,전북 정읍시 연지7길 47-39,교통시설
91,김제공용버스터미널,전북 김제시 동서로 241-0,교통시설
92,전주샹그릴라CC,전북 임실군 수지로 559-90,육상레저스포츠
93,골프존카운티드래곤,전북 남원시 대사로 500-0,육상레저스포츠
94,골프존카운티무주,전북 무주군 장무로 1537-21,육상레저스포츠
95,스위트호텔남원,전북 남원시 원천로 217-0,호텔
96,고산자연휴양림,전북 완주군 고산휴양림로 246-0,자연공원
97,CGV전주고사,전북 전주시 완산구 전주객사3길 72-0,공연시설
98,무주반디랜드,전북 무주군 무설로 1324-0,도시공원
99,소노벨변산오션플레이,전북 부안군 변산해변로 51-0,테마공원
100,벽골제,전북 김제시 벽골제로 442-0,복합관광시설
