순위,관광지명,주소,분류
71,남이섬,강원 춘천시 남이섬길 1-0,자연경관(하천/해양)
72,클럽모우CC,강원 홍천군 장락동길 111-0,육상레저스포츠
73,삼양라운드힐,강원 평창군 꽃밭양지길 708-9,기타관광
74,썬크루즈호텔&리조트,강원 강릉시 헌화로 950-39,콘도미니엄
75,AK플라자원주,강원 원주시 봉화로 1-0,백화점
76,백담사,강원 인제군 백담로 746-0,종교성지
77,엘리시안강촌CC,강원 춘천시 북한강변길 688-0,육상레저스포츠
78,장호항,강원 삼척시 장호항길 103-0,자연경관(하천/해양)
79,정동진해변,강원 강릉시 정동역길 17-0,자연경관(하천/해양)
80,금호리조트설악,강원 속초시 사당골길 43-0,콘도미니엄
81,하슬라아트월드,강원 강릉시 율곡로 1441-0,복합관광시설
82,마운틴콘도,강원 정선군 하이원길 265-1,콘도미니엄
83,망상해수욕장,강원 동해시 동해대로 6270-21,자연경관(하천/해양)
84,정동진,강원 강릉시 정동역길 17-0,복합관광시설
85,하이원워터월드,강원 정선군 하이원길 175-0,테마공원
86,켄싱턴호텔평창,강원 평창군 진고개로 231-0,호텔
87,엘리시안강촌스키장,강원 춘천시 북한강변길 688-0,육상레저스포츠
88,켄싱턴리조트설악밸리,강원 고성군 신평골길 8-25,콘도미니엄
89,영랑호리조트,강원 속초시 영랑호반길 170-0,콘도미니엄
90,소노펠리체CC 델피노,강원 고성군 미시령옛길 1153-0,육상레저스포츠
91,한화리조트평창,강원 평창군 태기로 228-33,콘도미니엄
92,서부시장,강원 영월군 서부시장길 8-1,시장
93,삼척항,강원 삼척시 삼척항길 264-0,자연경관(하천/해양)
94,설악워터피아,강원 속초시 미시령로2983번길 88-0,테마공원
95,샤인데일골프앤리조트,강원 홍천군 한서로 247-156,육상레저스포츠
96,옥스필드CC,강원 횡성군 경강로유현6길 28-0,육상레저스포츠
97,파가니카CC,강원 춘천시 소주고개로 145-10,육상레저스포츠
98,더플레이어스골프클럽,강원 춘천시 새술막길 438-0,육상레저스포츠
99,라비에벨CC올드코스,강원 춘천시 종자리로 436-0,육상레저스포츠
100,철원고석정꽃밭,강원 철원군 태봉로 1769-0,기타관광
