순위,관광지명,주소,분류
91,광장코아,대구 서구 달구벌대로 1703-0,쇼핑몰
92,평화시장,대구 동구 아양로9길 10-0,시장
93,퀸스로드,대구 서구 평리로35길 18-17,쇼핑몰
94,롯데시네마성서,대구 달서구 성서로 414-0,공연시설
95,CGV대구,대구 북구 침산로 93-0,공연시설
96,삼국유사테마파크,대구 군위군 일연테마로 100-0,테마공원
97,하중도유채꽃단지,대구 북구,기타관광
98,월배시장,대구 달서구 월배로24길 13-0,시장
99,CGV대구죽전,대구 달서구 달구벌대로 1551-0,공연시설
100,동아아울렛강북점,대구 북구 칠곡중앙대로 416-0,쇼핑몰
